No,Time,Source,Destination,Protocol,Length
313,43435.4527,172.16.0.5,192.168.50.1,17,88000
314,43435.4527,172.16.0.5,192.168.50.1,17,88000
315,43435.4527,172.16.0.5,192.168.50.1,17,88000
316,43435.45271,172.16.0.5,192.168.50.1,17,88000
317,43435.45271,192.168.50.1,172.16.0.5,17,880
318,43435.45271,172.16.0.5,192.168.50.1,17,88000
319,43435.45271,172.16.0.5,192.168.50.1,17,88000
320,43435.45271,172.16.0.5,192.168.50.1,17,88000
321,43435.45271,172.16.0.5,192.168.50.1,17,88000
322,43435.45271,192.168.50.8,54.210.144.213,6,0
323,43435.45271,172.16.0.5,192.168.50.1,17,88000
324,43435.45271,54.210.144.213,192.168.50.8,6,0
325,43435.45271,172.16.0.5,192.168.50.1,17,88000
326,43435.45271,172.16.0.5,192.168.50.1,17,88000
327,43435.45271,172.16.0.5,192.168.50.1,17,88000
328,43435.45271,172.16.0.5,192.168.50.1,17,88000
329,43435.45271,172.16.0.5,192.168.50.1,17,88000
330,43435.45271,172.16.0.5,192.168.50.1,17,88000
331,43435.45272,172.16.0.5,192.168.50.1,17,88000
332,43435.45272,172.16.0.5,192.168.50.1,17,88000
333,43435.45272,172.16.0.5,192.168.50.1,17,88000
334,43435.45272,172.16.0.5,192.168.50.1,17,88000
335,43435.45272,192.168.50.1,172.16.0.5,17,880
336,43435.45272,172.16.0.5,192.168.50.1,17,88000
337,43435.45272,172.16.0.5,192.168.50.1,17,88000
338,43435.45272,172.16.0.5,192.168.50.1,17,88000
339,43435.45272,172.16.0.5,192.168.50.1,17,88000
340,43435.45272,172.16.0.5,192.168.50.1,17,88000
341,43435.45272,172.16.0.5,192.168.50.1,17,88000
342,43435.45272,172.16.0.5,192.168.50.1,17,88000
343,43435.45272,172.16.0.5,192.168.50.1,17,88000
344,43435.45272,172.16.0.5,192.168.50.1,17,88000
345,43435.45272,172.16.0.5,192.168.50.1,17,88000
346,43435.45273,172.16.0.5,192.168.50.1,17,88000
347,43435.45273,172.16.0.5,192.168.50.1,17,88000
348,43435.45273,172.16.0.5,192.168.50.1,17,88000
349,43435.45273,172.16.0.5,192.168.50.1,17,88000
350,43435.45273,172.16.0.5,192.168.50.1,17,88000
351,43435.45273,172.16.0.5,192.168.50.1,17,88000
352,43435.45273,192.168.50.1,172.16.0.5,17,880
353,43435.45273,172.16.0.5,192.168.50.1,17,88000
354,43435.45273,172.16.0.5,192.168.50.1,17,88000
355,43435.45273,172.16.0.5,192.168.50.1,17,88000
356,43435.45273,172.16.0.5,192.168.50.1,17,88000
357,43435.45273,172.16.0.5,192.168.50.1,17,88000
358,43435.45273,172.16.0.5,192.168.50.1,17,88000
359,43435.45273,172.16.0.5,192.168.50.1,17,87120
360,43435.45273,172.16.0.5,192.168.50.1,17,88000
361,43435.45273,172.16.0.5,192.168.50.1,17,85360
362,43435.45273,172.16.0.5,192.168.50.1,17,88000
363,43435.45273,172.16.0.5,192.168.50.1,17,86240
364,43435.45273,172.16.0.5,192.168.50.1,17,88000
365,43435.45273,172.16.0.5,192.168.50.1,17,88000
366,43435.45273,172.16.0.5,192.168.50.1,17,88000
367,43435.45273,172.16.0.5,192.168.50.1,17,88000
368,43435.45273,172.16.0.5,192.168.50.1,17,88000
369,43435.45274,172.16.0.5,192.168.50.1,17,880
370,43435.45274,172.16.0.5,192.168.50.1,17,88000
371,43435.45274,172.16.0.5,192.168.50.1,17,88000
372,43435.45274,172.16.0.5,192.168.50.1,17,88000
373,43435.45274,172.16.0.5,192.168.50.1,17,88000
374,43435.45274,172.16.0.5,192.168.50.1,17,88000
375,43435.45274,172.16.0.5,192.168.50.1,17,88000
376,43435.45274,172.16.0.5,192.168.50.1,17,88000
377,43435.45274,172.16.0.5,192.168.50.1,17,88000
378,43435.45274,172.16.0.5,192.168.50.1,17,88000
379,43435.45274,192.168.50.1,172.16.0.5,17,880
380,43435.45274,172.16.0.5,192.168.50.1,17,88000
381,43435.45274,172.16.0.5,192.168.50.1,17,88000
382,43435.45274,172.16.0.5,192.168.50.1,17,88000
383,43435.45274,172.16.0.5,192.168.50.1,17,88000
384,43435.45274,172.16.0.5,192.168.50.1,17,88000
385,43435.45274,172.16.0.5,192.168.50.1,17,88000
386,43435.45274,172.16.0.5,192.168.50.1,17,88000
387,43435.45275,172.16.0.5,192.168.50.1,17,88000
388,43435.45275,172.16.0.5,192.168.50.1,17,88000
389,43435.45275,172.16.0.5,192.168.50.1,17,88000
390,43435.45275,172.16.0.5,192.168.50.1,17,88000
391,43435.45275,172.16.0.5,192.168.50.1,17,88000
392,43435.45275,172.16.0.5,192.168.50.1,17,88000
393,43435.45275,172.16.0.5,192.168.50.1,6,0
394,43435.45275,172.16.0.5,192.168.50.1,17,176000
395,43435.45275,172.16.0.5,192.168.50.1,17,88000
396,43435.45275,172.16.0.5,192.168.50.1,17,88000
397,43435.45275,172.16.0.5,192.168.50.1,17,88000
398,43435.45275,172.16.0.5,192.168.50.1,17,88000
399,43435.45275,172.16.0.5,192.168.50.1,17,88000
400,43435.45275,172.16.0.5,192.168.50.1,17,88000
401,43435.45275,192.168.50.1,172.16.0.5,17,880
402,43435.45275,172.16.0.5,192.168.50.1,17,88000
403,43435.45275,172.16.0.5,192.168.50.1,17,88000
404,43435.45275,172.16.0.5,192.168.50.1,17,88000
405,43435.45275,172.16.0.5,192.168.50.1,17,88000
406,43435.45276,172.16.0.5,192.168.50.1,17,88000
407,43435.45276,172.16.0.5,192.168.50.1,17,88000
408,43435.45276,172.16.0.5,192.168.50.1,17,88000
409,43435.45276,172.16.0.5,192.168.50.1,17,88000
410,43435.45276,172.16.0.5,192.168.50.1,17,88000
411,43435.45276,172.16.0.5,192.168.50.1,17,88000
412,43435.45276,172.16.0.5,192.168.50.1,17,88000
413,43435.45276,172.16.0.5,192.168.50.1,17,88000
414,43435.45276,172.16.0.5,192.168.50.1,17,88000
415,43435.45276,172.16.0.5,192.168.50.1,17,88000
416,43435.45276,172.16.0.5,192.168.50.1,17,88000
417,43435.45276,192.168.50.1,172.16.0.5,17,880
418,43435.45276,172.16.0.5,192.168.50.1,17,88000
419,43435.45277,172.16.0.5,192.168.50.1,17,88000
420,43435.45277,172.16.0.5,192.168.50.1,17,88000
421,43435.45277,172.16.0.5,192.168.50.1,17,88000
422,43435.45277,172.16.0.5,192.168.50.1,17,88000
423,43435.45277,172.16.0.5,192.168.50.1,17,88000
424,43435.45277,172.16.0.5,192.168.50.1,17,88000
425,43435.45277,172.16.0.5,192.168.50.1,17,88000
426,43435.45277,172.16.0.5,192.168.50.1,17,88000
427,43435.45277,172.16.0.5,192.168.50.1,17,88000
428,43435.45277,172.16.0.5,192.168.50.1,17,88000
429,43435.45277,172.16.0.5,192.168.50.1,17,88000
430,43435.45277,172.16.0.5,192.168.50.1,17,88000
431,43435.45277,172.16.0.5,192.168.50.1,17,88000
432,43435.45278,8.6.0.1,8.0.6.4,0,0
433,43435.45279,172.16.0.5,192.168.50.1,6,944
434,43435.45279,172.16.0.5,192.168.50.1,17,88000
435,43435.45279,192.168.50.1,172.16.0.5,17,1760
436,43435.45279,172.16.0.5,192.168.50.1,17,88000
437,43435.4528,172.16.0.5,192.168.50.1,17,39600
438,43435.4528,192.168.50.1,172.16.0.5,17,880
439,43435.45281,172.16.0.5,192.168.50.1,17,39600
440,43435.45282,172.16.0.5,192.168.50.1,17,88000
441,43435.45282,192.168.50.1,172.16.0.5,17,880
442,43435.45282,172.16.0.5,192.168.50.1,17,88000
443,43435.45282,172.16.0.5,192.168.50.1,17,88000
444,43435.45282,172.16.0.5,192.168.50.1,17,88000
445,43435.45282,192.168.50.1,172.16.0.5,17,880
446,43435.45282,172.16.0.5,192.168.50.1,17,88000
447,43435.45282,172.16.0.5,192.168.50.1,17,88000
448,43435.45282,172.16.0.5,192.168.50.1,17,88000
449,43435.45282,172.16.0.5,192.168.50.1,17,88000
450,43435.45282,172.16.0.5,192.168.50.1,17,88000
451,43435.45282,172.16.0.5,192.168.50.1,17,88000
452,43435.45285,192.168.50.1,172.16.0.5,6,0
453,43435.45285,172.16.0.5,192.168.50.1,6,0
454,43435.45286,172.16.0.5,192.168.50.1,17,88000
455,43435.45286,192.168.50.1,172.16.0.5,17,2640
456,43435.45286,172.16.0.5,192.168.50.1,17,1760
457,43435.45286,172.16.0.5,192.168.50.1,17,880
458,43435.45286,172.16.0.5,192.168.50.1,17,88000
459,43435.45286,172.16.0.5,192.168.50.1,17,88000
460,43435.45286,172.16.0.5,192.168.50.1,17,85360
461,43435.45286,172.16.0.5,192.168.50.1,17,84480
462,43435.45286,172.16.0.5,192.168.50.1,17,88000
463,43435.45286,172.16.0.5,192.168.50.1,17,880
464,43435.45286,172.16.0.5,192.168.50.1,17,87120
465,43435.45287,172.16.0.5,192.168.50.1,6,1706
466,43435.45287,172.16.0.5,192.168.50.1,6,0
467,43435.45288,172.16.0.5,192.168.50.1,17,88000
468,43435.45288,192.168.50.1,172.16.0.5,17,1760
469,43435.45288,172.16.0.5,192.168.50.1,17,88000
470,43435.45288,172.16.0.5,192.168.50.1,17,88000
471,43435.45288,172.16.0.5,192.168.50.1,17,88000
472,43435.45288,172.16.0.5,192.168.50.1,17,88000
473,43435.4529,172.16.0.5,192.168.50.1,17,88000
474,43435.4529,192.168.50.1,172.16.0.5,17,880
475,43435.4529,172.16.0.5,192.168.50.1,17,88000
476,43435.4529,172.16.0.5,192.168.50.1,17,88000
477,43435.4529,172.16.0.5,192.168.50.1,17,88000
478,43435.4529,172.16.0.5,192.168.50.1,17,88000
479,43435.4529,172.16.0.5,192.168.50.1,17,88000
480,43435.4529,172.16.0.5,192.168.50.1,17,88000
481,43435.45292,172.16.0.5,192.168.50.1,6,1756
482,43435.45292,172.16.0.5,192.168.50.1,6,0
483,43435.45293,172.16.0.5,192.168.50.1,17,88000
